gid;cdate;mdate;perimeter_id;datedebut;datefin;valuecentrale;valuebatpublic;valueborneve;valuepv;valueep
2933;2022-10-13T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-13T05:30:00+02:00;2022-10-13T06:00:00+02:00;1351022;34667;531;0;92327
2938;2022-10-13T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-13T16:00:00+02:00;2022-10-13T16:30:00+02:00;1928704;63333;4345;0;0
2943;2022-10-14T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T01:00:00+02:00;2022-10-14T01:30:00+02:00;0;33667;7367;0;94401
2950;2022-10-14T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T08:30:00+02:00;2022-10-14T09:00:00+02:00;1979509;92667;28719;0;433
2955;2022-10-14T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T12:00:00+02:00;2022-10-14T12:30:00+02:00;2389709;82000;2251;0;0
2956;2022-10-14T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T12:30:00+02:00;2022-10-14T13:00:00+02:00;2498878;80667;16035;0;0
2959;2022-10-14T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T15:30:00+02:00;2022-10-14T16:00:00+02:00;2051858;60000;531;0;0
2961;2022-10-14T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-14T16:30:00+02:00;2022-10-14T17:00:00+02:00;1950996;54000;533;0;0
2968;2022-10-15T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T00:30:00+02:00;2022-10-15T01:00:00+02:00;0;36000;530;0;98750
2969;2022-10-15T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T01:00:00+02:00;2022-10-15T01:30:00+02:00;0;32667;531;0;94629
2970;2022-10-15T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T01:30:00+02:00;2022-10-15T02:00:00+02:00;0;33000;529;0;92583
2971;2022-10-15T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T02:00:00+02:00;2022-10-15T02:30:00+02:00;0;33667;528;0;92389
2975;2022-10-15T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T08:30:00+02:00;2022-10-15T09:00:00+02:00;1420990;35667;1037;0;937
2976;2022-10-15T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T09:30:00+02:00;2022-10-15T10:00:00+02:00;1715703;33667;523;0;0
2977;2022-10-15T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T10:30:00+02:00;2022-10-15T11:00:00+02:00;1821125;35333;525;0;0
2978;2022-10-15T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T11:00:00+02:00;2022-10-15T11:30:00+02:00;1901240;39667;527;0;0
2983;2022-10-15T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T16:30:00+02:00;2022-10-15T17:00:00+02:00;1763986;38000;8603;0;0
2986;2022-10-15T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T21:00:00+02:00;2022-10-15T21:30:00+02:00;2108880;34667;9869;0;108344
2989;2022-10-15T23:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T23:00:00+02:00;2022-10-15T23:30:00+02:00;0;33333;12941;0;101419
2990;2022-10-15T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-15T23:30:00+02:00;2022-10-16T00:00:00+02:00;0;31000;18119;0;99329
2996;2022-10-16T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T04:00:00+02:00;2022-10-16T04:30:00+02:00;0;33333;12495;0;92386
2998;2022-10-16T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T05:30:00+02:00;2022-10-16T06:00:00+02:00;1215847;32333;7601;0;92465
3000;2022-10-16T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T07:00:00+02:00;2022-10-16T07:30:00+02:00;1290419;41667;7411;0;99775
3001;2022-10-16T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T08:00:00+02:00;2022-10-16T08:30:00+02:00;1324399;46000;7439;0;34601
3002;2022-10-16T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T08:30:00+02:00;2022-10-16T09:00:00+02:00;1346422;40667;12973;0;1409
3005;2022-10-16T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T11:00:00+02:00;2022-10-16T11:30:00+02:00;1790904;34000;21307;1816;0
3006;2022-10-16T11:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T11:30:00+02:00;2022-10-16T12:00:00+02:00;1911796;36333;20953;1882;0
3007;2022-10-16T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T13:00:00+02:00;2022-10-16T13:30:00+02:00;2034438;33667;540;3216;0
3008;2022-10-16T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T14:00:00+02:00;2022-10-16T14:30:00+02:00;1871389;38333;9986;3487;0
3009;2022-10-16T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T15:00:00+02:00;2022-10-16T15:30:00+02:00;1733944;33667;14773;3771;0
3014;2022-10-16T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T20:00:00+02:00;2022-10-16T20:30:00+02:00;2308717;33333;9451;0;107999
3016;2022-10-16T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T22:30:00+02:00;2022-10-16T23:00:00+02:00;2205003;35667;526;0;105641
3018;2022-10-16T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-10-16T23:30:00+02:00;2022-10-17T00:00:00+02:00;0;34667;529;0;99539
3022;2022-06-15T07:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T07:30:00+02:00;2022-06-15T08:00:00+02:00;2012313;51333;39365;0;0
3023;2022-06-15T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T08:30:00+02:00;2022-06-15T09:00:00+02:00;2236466;52333;8821;3;0
3026;2022-06-15T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T10:30:00+02:00;2022-06-15T11:00:00+02:00;2540932;74000;2729;711;0
3027;2022-06-15T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T11:00:00+02:00;2022-06-15T11:30:00+02:00;2571976;70333;2731;789;0
3031;2022-06-15T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T14:30:00+02:00;2022-06-15T15:00:00+02:00;2684551;69000;18163;1404;0
3034;2022-06-15T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T17:30:00+02:00;2022-06-15T18:00:00+02:00;2587188;54000;551;948;0
3039;2022-06-15T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-15T22:30:00+02:00;2022-06-15T23:00:00+02:00;2150271886;39000;529;0;106653
3041;2022-06-16T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-16T01:00:00+02:00;2022-06-16T01:30:00+02:00;0;0;0;0;0
3043;2022-06-16T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-16T02:00:00+02:00;2022-06-16T02:30:00+02:00;0;0;0;0;0
3049;2022-06-16T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-16T07:00:00+02:00;2022-06-16T07:30:00+02:00;1923236;65333;399;0;0
3052;2022-06-16T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-16T08:30:00+02:00;2022-06-16T09:00:00+02:00;2230740;68000;399;75;0
3060;2022-06-17T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T02:30:00+02:00;2022-06-17T03:00:00+02:00;0;0;0;0;0
3062;2022-06-17T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T04:30:00+02:00;2022-06-17T05:00:00+02:00;0;0;0;0;0
3063;2022-06-17T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T05:00:00+02:00;2022-06-17T05:30:00+02:00;2224411;47000;532;0;95595
3065;2022-06-17T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T06:00:00+02:00;2022-06-17T06:30:00+02:00;2232322;45667;529;0;20677
3066;2022-06-17T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T08:00:00+02:00;2022-06-17T08:30:00+02:00;2752581;60667;9777;3341;0
3067;2022-06-17T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T08:30:00+02:00;2022-06-17T09:00:00+02:00;2815345;63333;16150;4044;0
3070;2022-06-17T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T13:00:00+02:00;2022-06-17T13:30:00+02:00;3551666;71667;27009;21339;0
3071;2022-06-17T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T13:30:00+02:00;2022-06-17T14:00:00+02:00;3539815;71667;33520;22376;0
3072;2022-06-17T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T17:00:00+02:00;2022-06-17T17:30:00+02:00;3129193;42333;563;25852;0
3073;2022-06-17T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T18:30:00+02:00;2022-06-17T19:00:00+02:00;3222628;40667;8979;17536;0
3076;2022-06-17T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-17T20:30:00+02:00;2022-06-17T21:00:00+02:00;3132735;34667;629;2668;0
3078;2022-06-18T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T00:00:00+02:00;2022-06-18T00:30:00+02:00;0;16500;3384;0;52800
3083;2022-06-18T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T05:00:00+02:00;2022-06-18T05:30:00+02:00;2176528;29000;551;0;95655
3090;2022-06-18T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T12:00:00+02:00;2022-06-18T12:30:00+02:00;3109418;42667;3853;17637;0
3091;2022-06-18T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T12:30:00+02:00;2022-06-18T13:00:00+02:00;3281441;45333;2211;19715;0
3093;2022-06-18T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T14:30:00+02:00;2022-06-18T15:00:00+02:00;3050911;45667;9344;24605;0
3094;2022-06-18T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T15:30:00+02:00;2022-06-18T16:00:00+02:00;2956031;35000;10381;26861;0
3095;2022-06-18T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T16:00:00+02:00;2022-06-18T16:30:00+02:00;2962510;34667;3839;27493;0
3098;2022-06-18T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T18:30:00+02:00;2022-06-18T19:00:00+02:00;2976129;24000;1788;3333;0
3099;2022-06-18T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-18T21:00:00+02:00;2022-06-18T21:30:00+02:00;2870164;24333;8679;0;0
3103;2022-06-19T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T00:00:00+02:00;2022-06-19T00:30:00+02:00;0;11833;12371;0;52995
3107;2022-06-19T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T04:00:00+02:00;2022-06-19T04:30:00+02:00;0;10667;274;0;47832
3110;2022-06-19T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T05:30:00+02:00;2022-06-19T06:00:00+02:00;1986240;22667;545;0;73531
3116;2022-06-19T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T11:00:00+02:00;2022-06-19T11:30:00+02:00;2450900;25333;10288;13000;0
3117;2022-06-19T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T12:00:00+02:00;2022-06-19T12:30:00+02:00;2585316;24667;16125;16667;0
3121;2022-06-19T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T15:30:00+02:00;2022-06-19T16:00:00+02:00;2413910;23333;21707;27667;0
3127;2022-06-19T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-19T22:00:00+02:00;2022-06-19T22:30:00+02:00;2694088;23333;531;0;68667
3133;2022-06-20T02:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T02:30:00+02:00;2022-06-20T03:00:00+02:00;0;9833;266;0;47955
3136;2022-06-20T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T05:00:00+02:00;2022-06-20T05:30:00+02:00;1722348;29000;531;0;96049
3138;2022-06-20T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T08:30:00+02:00;2022-06-20T09:00:00+02:00;2389895;64667;533;1333;0
3139;2022-06-20T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T09:30:00+02:00;2022-06-20T10:00:00+02:00;2559805;77000;24291;2699;0
3142;2022-06-20T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T12:00:00+02:00;2022-06-20T12:30:00+02:00;2816568;85000;10457;17899;0
3143;2022-06-20T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T12:30:00+02:00;2022-06-20T13:00:00+02:00;3014945;75333;10546;20396;0
3149;2022-06-20T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T21:30:00+02:00;2022-06-20T22:00:00+02:00;2631381;40667;4105;0;393
3151;2022-06-20T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-20T23:30:00+02:00;2022-06-21T00:00:00+02:00;0;36667;1469;0;106696
3153;2022-06-21T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T03:00:00+02:00;2022-06-21T03:30:00+02:00;0;35000;1323;0;95951
3156;2022-06-21T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T05:00:00+02:00;2022-06-21T05:30:00+02:00;1742535;40000;532;0;95832
3160;2022-06-21T07:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T07:30:00+02:00;2022-06-21T08:00:00+02:00;2171454;65667;531;0;0
3161;2022-06-21T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T08:00:00+02:00;2022-06-21T08:30:00+02:00;2235052;64667;531;0;0
3162;2022-06-21T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T08:30:00+02:00;2022-06-21T09:00:00+02:00;2330668;72667;535;112;0
3163;2022-06-21T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T11:00:00+02:00;2022-06-21T11:30:00+02:00;2543786;86667;543;364;0
3164;2022-06-21T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T12:30:00+02:00;2022-06-21T13:00:00+02:00;2837056;79333;23049;801;0
3170;2022-06-21T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T18:00:00+02:00;2022-06-21T18:30:00+02:00;2706789;38000;541;8993;0
3174;2022-06-21T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T22:00:00+02:00;2022-06-21T22:30:00+02:00;2660227;36000;34215;0;67647
3176;2022-06-21T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-21T23:30:00+02:00;2022-06-22T00:00:00+02:00;0;37000;540;0;107161
3178;2022-06-22T00:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T00:30:00+02:00;2022-06-22T01:00:00+02:00;0;35000;529;0;105075
3179;2022-06-22T01:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T01:00:00+02:00;2022-06-22T01:30:00+02:00;0;33667;530;0;99745
3180;2022-06-22T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T02:00:00+02:00;2022-06-22T02:30:00+02:00;0;33667;529;0;95923
3182;2022-06-22T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T06:00:00+02:00;2022-06-22T06:30:00+02:00;1886107;40333;532;0;22136
3183;2022-06-22T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T06:30:00+02:00;2022-06-22T07:00:00+02:00;1886047;39000;530;0;0
3184;2022-06-22T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T07:00:00+02:00;2022-06-22T07:30:00+02:00;2072332;41000;527;0;0
3188;2022-06-22T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T14:00:00+02:00;2022-06-22T14:30:00+02:00;2798977;47667;528;8620;0
3192;2022-06-22T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T17:00:00+02:00;2022-06-22T17:30:00+02:00;2583898;49333;18009;30785;0
3193;2022-06-22T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T17:30:00+02:00;2022-06-22T18:00:00+02:00;2585019;46667;2084;25971;0
3194;2022-06-22T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T18:00:00+02:00;2022-06-22T18:30:00+02:00;2630305;45000;5180;11752;0
3195;2022-06-22T18:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-22T18:30:00+02:00;2022-06-22T19:00:00+02:00;2710466;42667;9340;9101;0
3204;2022-06-23T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T04:00:00+02:00;2022-06-23T04:30:00+02:00;0;31333;532;0;90500
3210;2022-06-23T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T08:30:00+02:00;2022-06-23T09:00:00+02:00;2575957;64333;27946;3675;0
3211;2022-06-23T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T09:30:00+02:00;2022-06-23T10:00:00+02:00;2639319;69667;15556;6179;0
3214;2022-06-23T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T11:00:00+02:00;2022-06-23T11:30:00+02:00;2733499;62667;14932;11317;0
3215;2022-06-23T11:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T11:30:00+02:00;2022-06-23T12:00:00+02:00;2799936;65667;13986;18361;0
3221;2022-06-23T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T19:00:00+02:00;2022-06-23T19:30:00+02:00;2656018;40667;538;5039;0
3224;2022-06-23T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-23T21:30:00+02:00;2022-06-23T22:00:00+02:00;2408232;40333;2515;0;289
3227;2022-06-24T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T00:00:00+02:00;2022-06-24T00:30:00+02:00;0;42000;533;0;100132
3228;2022-06-24T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T01:30:00+02:00;2022-06-24T02:00:00+02:00;0;38667;531;0;91471
3231;2022-06-24T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T03:00:00+02:00;2022-06-24T03:30:00+02:00;0;37667;532;0;90664
3238;2022-06-24T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T09:00:00+02:00;2022-06-24T09:30:00+02:00;2315044;75000;2401;6848;0
3239;2022-06-24T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T09:30:00+02:00;2022-06-24T10:00:00+02:00;2362661;80333;573;5832;0
3240;2022-06-24T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T10:30:00+02:00;2022-06-24T11:00:00+02:00;2554679;83000;6573;8027;0
3241;2022-06-24T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T11:00:00+02:00;2022-06-24T11:30:00+02:00;2530060;89000;650;13132;0
3243;2022-06-24T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T13:00:00+02:00;2022-06-24T13:30:00+02:00;2731920;79667;529;12805;0
3244;2022-06-24T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T13:30:00+02:00;2022-06-24T14:00:00+02:00;2758614;71333;6309;14791;0
3248;2022-06-24T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T17:30:00+02:00;2022-06-24T18:00:00+02:00;2262854;43333;8715;24251;0
3250;2022-06-24T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-24T20:00:00+02:00;2022-06-24T20:30:00+02:00;2389970;37667;8638;7501;0
3255;2022-06-25T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T01:30:00+02:00;2022-06-25T02:00:00+02:00;0;33333;1174;0;91270
3258;2022-06-25T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T03:00:00+02:00;2022-06-25T03:30:00+02:00;0;30667;533;0;90643
3259;2022-06-25T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T03:30:00+02:00;2022-06-25T04:00:00+02:00;0;30667;533;0;90688
3261;2022-06-25T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T04:30:00+02:00;2022-06-25T05:00:00+02:00;0;31333;532;0;90833
3262;2022-06-25T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T05:00:00+02:00;2022-06-25T05:30:00+02:00;1726315;30333;532;0;90780
3263;2022-06-25T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T07:00:00+02:00;2022-06-25T07:30:00+02:00;1720626;31333;532;333;0
3264;2022-06-25T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T08:00:00+02:00;2022-06-25T08:30:00+02:00;1879997;31667;16574;667;0
3267;2022-06-25T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T10:30:00+02:00;2022-06-25T11:00:00+02:00;2290332;36000;22819;2333;0
3274;2022-06-25T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-25T19:00:00+02:00;2022-06-25T19:30:00+02:00;2231399;33333;28967;6000;0
3281;2022-06-26T05:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-26T05:00:00+02:00;2022-06-26T05:30:00+02:00;1632470;30667;11508;0;90715
3285;2022-06-26T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-26T09:30:00+02:00;2022-06-26T10:00:00+02:00;1898333;34333;1957;6160;0
3286;2022-06-26T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-26T10:30:00+02:00;2022-06-26T11:00:00+02:00;2078887;34333;21468;9392;0
3290;2022-06-26T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-26T12:30:00+02:00;2022-06-26T13:00:00+02:00;2564722;35333;13934;11955;0
3296;2022-06-26T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-26T16:00:00+02:00;2022-06-26T16:30:00+02:00;2210659;36667;11627;1000;0
3303;2022-06-27T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-27T03:00:00+02:00;2022-06-27T03:30:00+02:00;0;36667;531;0;90367
3304;2022-06-27T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-27T03:30:00+02:00;2022-06-27T04:00:00+02:00;0;35667;531;0;90471
3310;2022-06-27T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-27T14:30:00+02:00;2022-06-27T15:00:00+02:00;2277490;53000;14195;527;0
3311;2022-06-27T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-27T15:30:00+02:00;2022-06-27T16:00:00+02:00;2152437;49000;5117;891;0
3318;2022-06-28T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-28T00:00:00+02:00;2022-06-28T00:30:00+02:00;0;30333;10376;0;99928
3326;2022-06-28T08:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-28T08:30:00+02:00;2022-06-28T09:00:00+02:00;2151674;58667;537;3683;0
3328;2022-06-28T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-28T10:00:00+02:00;2022-06-28T10:30:00+02:00;2348160;70667;6589;8177;0
3329;2022-06-28T11:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-28T11:30:00+02:00;2022-06-28T12:00:00+02:00;2470480;69000;1017;18047;0
3341;2022-06-29T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-29T00:00:00+02:00;2022-06-29T00:30:00+02:00;0;30333;530;0;99847
3344;2022-06-29T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-29T02:00:00+02:00;2022-06-29T02:30:00+02:00;0;29667;534;0;90837
3348;2022-06-29T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-29T04:00:00+02:00;2022-06-29T04:30:00+02:00;0;30333;527;0;90801
3351;2022-06-29T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-06-29T05:30:00+02:00;2022-06-29T06:00:00+02:00;1892951;32000;533;0;76881
